country,cause,beta,gamma,eta,mu,xi,theta,q,Lambda_scaled,Lambda_per_100k_per_year,cause_name
Bahrain,Amphetamine use disorders,0.9135592579841614,0.4068503677845001,0.2999930381774902,0.002421794,0.003582922,0.1072502434253692,1.751115322113037,18.16820526123047,1816.8205261230469,Amphetamine
Bangladesh,Amphetamine use disorders,0.971446455,0.3952547013759613,0.3300133943557739,0.007485147,0.007831608,0.1206449344754219,1.7106385231018066,25.462059020996097,2546.2059020996094,Amphetamine
Barbados,Amphetamine use disorders,0.5963559150695801,0.7171100378036499,0.1921780705451965,0.009205294,0.005895866,0.069378361,1.9953510761260984,13.201882362365724,1320.1882362365725,Amphetamine
Belarus,Amphetamine use disorders,0.5516536831855774,0.7183673977851868,0.189845011,0.013478883,0.004793506,0.069116108,1.4532350301742554,10.27685260772705,1027.685260772705,Amphetamine
Belgium,Amphetamine use disorders,0.5476135015487671,0.7238377928733826,0.1979349851608276,0.009997529,0.005761387,0.069842197,1.6560763120651243,11.129528999328612,1112.952899932861,Amphetamine
Belize,Amphetamine use disorders,0.8674116730690002,0.4206048846244812,0.2733660936355591,0.005327471,0.00365125,0.09931092,1.8031628131866455,25.874765396118164,2587.4765396118164,Amphetamine
Benin,Amphetamine use disorders,0.9610379934310912,0.4002220034599304,0.3163817226886749,0.011178323,0.003761431,0.1162385419011116,1.7265671491622925,40.570648193359375,4057.0648193359375,Amphetamine
Bermuda,Amphetamine use disorders,0.5816775560379028,0.7179855108261108,0.1917122453451156,0.007643882,0.006901243,0.069696032,2.012436866760254,11.266794204711914,1126.6794204711914,Amphetamine
Bhutan,Amphetamine use disorders,0.9948807954788208,0.3870763778686523,0.3294239640235901,0.007709383,0.007158348,0.1268084198236465,1.7030420303344729,22.355852127075195,2235.5852127075195,Amphetamine
Bolivia_(Plurinational_State_of),Amphetamine use disorders,0.575844944,0.7245559692382812,0.1878891289234161,0.009164941,0.005932363,0.068265766,2.017406225204468,27.49502944946289,2749.502944946289,Amphetamine
Bosnia_and_Herzegovina,Amphetamine use disorders,0.5663266777992249,0.7229543924331665,0.1967989802360534,0.010697441,0.005894336,0.070638455,2.0315027236938477,10.164088249206545,1016.4088249206544,Amphetamine
Botswana,Amphetamine use disorders,0.5768288969993591,0.7287257313728333,0.1864039003849029,0.009628941,0.005955604,0.06599503,2.019125461578369,28.01614761352539,2801.614761352539,Amphetamine
Brazil,Amphetamine use disorders,0.5586212873458862,0.7165600657463074,0.1777056753635406,0.006379941,0.004019822,0.064779066,1.4573527574539185,17.518205642700195,1751.8205642700195,Amphetamine
Brunei_Darussalam,Amphetamine use disorders,0.5612514019012451,0.7149264812469482,0.1823665797710418,0.004033265,0.005354245,0.065649681,1.463369846343994,18.611265182495117,1861.1265182495115,Amphetamine
Bulgaria,Amphetamine use disorders,0.5574533343315125,0.7155517339706421,0.1938304603099823,0.014767677,0.004626187,0.070399307,1.4555387496948242,9.345234870910645,934.5234870910645,Amphetamine
Burkina_Faso,Amphetamine use disorders,0.977070153,0.3930725455284118,0.3162787556648254,0.012751736,0.003775013,0.1166896149516105,1.7242385149002075,42.10673522949219,4210.673522949219,Amphetamine
Burundi,Amphetamine use disorders,0.9832777976989746,0.3929382562637329,0.3089624047279358,0.012804853,0.003642745,0.1155062317848205,1.7297500371932983,42.68764877319336,4268.764877319336,Amphetamine
Cabo_Verde,Amphetamine use disorders,0.9606521725654602,0.3984834849834442,0.3244667053222656,0.006139559,0.003566407,0.1189649626612663,1.725064754486084,23.856029510498047,2385.6029510498047,Amphetamine
Cambodia,Amphetamine use disorders,0.559279203,0.7103912830352783,0.1780115067958831,0.007922,0.005300233,0.065248065,1.458273172,28.930265426635746,2893.026542663574,Amphetamine
Cameroon,Amphetamine use disorders,0.9821786880493164,0.3943009972572326,0.3132470250129699,0.011265382,0.003638481,0.1177143454551696,1.7281789779663086,39.63996887207031,3963.9968872070312,Amphetamine
Canada,Amphetamine use disorders,0.555313766,0.715064287,0.1931405663490295,0.007364882,0.005721168,0.069244243,1.4539002180099487,11.191176414489746,1119.1176414489746,Amphetamine
Central_African_Republic,Amphetamine use disorders,0.971672297,0.3966911733150482,0.3034038543701172,0.018823912,0.003653143,0.112413153,1.731403112411499,43.781028747558594,4378.102874755859,Amphetamine
Chad,Amphetamine use disorders,0.9698230028152466,0.3950817584991455,0.3275142312049866,0.015956383,0.003767351,0.1185678020119667,1.7233736515045166,49.04043960571289,4904.043960571289,Amphetamine
Chile,Amphetamine use disorders,0.5675209760665894,0.7195498943328857,0.1932806372642517,0.005712235,0.005596798,0.06882713,2.0155770778656006,15.009352684020996,1500.9352684020996,Amphetamine
China,Amphetamine use disorders,0.5622628331184387,0.7117845416069031,0.1962316036224365,0.006615941,0.002275406,0.065461144,1.4835087060928345,13.279765129089355,1327.9765129089355,Amphetamine
Colombia,Amphetamine use disorders,0.935035229,0.4049451649188995,0.312048465,0.005496206,0.003594478,0.1159732937812805,1.7378520965576172,19.386117935180664,1938.6117935180664,Amphetamine
Comoros,Amphetamine use disorders,0.9415056705474854,0.404983789,0.3078224658966064,0.009584324,0.003708401,0.1136559247970581,1.7323187589645386,34.898292541503906,3489.8292541503906,Amphetamine
Congo,Amphetamine use disorders,0.957148015,0.4043731987476349,0.3036998510360718,0.0093425,0.003560258,0.1132024824619293,1.735901117324829,36.330589294433594,3633.0589294433594,Amphetamine
Cook_Islands,Amphetamine use disorders,0.5667164325714111,0.7102234363555908,0.1977231204509735,0.007561147,0.005364684,0.06832438,1.5123251676559448,20.903942108154297,2090.3942108154297,Amphetamine
Costa_Rica,Amphetamine use disorders,0.9340211153030396,0.403384119,0.314277709,0.004334853,0.003618894,0.1151582226157188,1.737160325050354,17.571823120117188,1757.1823120117188,Amphetamine
Croatia,Amphetamine use disorders,0.545616627,0.7158471345901489,0.1984682381153106,0.012439324,0.005544665,0.071686678,1.7824807167053225,9.736206055,973.6206055,Amphetamine
Cuba,Amphetamine use disorders,0.883475661,0.4078064858913421,0.2987397313117981,0.008367706,0.003522315,0.1069886982440948,1.7790415287017822,11.795941352844238,1179.5941352844238,Amphetamine
Cyprus,Amphetamine use disorders,0.5560887455940247,0.720068097,0.1905702650547027,0.006558794,0.005504804,0.068865396,1.456371784210205,12.889471054077148,1288.9471054077148,Amphetamine
Czechia,Amphetamine use disorders,0.5529988408088684,0.7128509283065796,0.186453566,0.010856883,0.003037064,0.067738242,1.4493385553359983,10.197294235229492,1019.7294235229492,Amphetamine
Côte_d'Ivoire,Amphetamine use disorders,0.945738673,0.4027274250984192,0.3259224891662597,0.011459618,0.003563507,0.115299106,1.7279446125030518,40.77550125,4077.5501251220703,Amphetamine
Democratic_People's_Republic_of_Korea,Amphetamine use disorders,0.534532368,0.7018393278121948,0.1862548291683197,0.008783147,0.002893155,0.066923857,1.4373478889465332,15.744587898254396,1574.4587898254397,Amphetamine
Democratic_Republic_of_the_Congo,Amphetamine use disorders,0.9653604030609132,0.3982874751091003,0.3075864315032959,0.012808471,0.003553845,0.1149070262908935,1.7359206676483154,44.18323516845703,4418.323516845703,Amphetamine
Denmark,Amphetamine use disorders,0.5545471906661987,0.7151392102241516,0.1928067207336425,0.010362588,0.005407297,0.069152385,1.453217625617981,11.533265113830566,1153.3265113830566,Amphetamine
Djibouti,Amphetamine use disorders,0.9369847774505616,0.4115322530269623,0.2968645393848419,0.009576176,0.003632201,0.1097921952605247,1.7434922456741333,29.158470153808594,2915.8470153808594,Amphetamine
Dominica,Amphetamine use disorders,0.9023467302322388,0.4089043140411377,0.2959342002868652,0.010841383,0.003555426,0.1099606677889823,1.7665369510650637,16.436323165893555,1643.6323165893557,Amphetamine
Dominican_Republic,Amphetamine use disorders,0.5735722780227661,0.5624071359634399,0.2768504917621612,0.005781529,0.005124586,0.1002666652202606,2.065911054611206,23.36005973815918,2336.005973815918,Amphetamine
Ecuador,Amphetamine use disorders,0.5764088034629822,0.7239670753479004,0.1872099339962005,0.005164618,0.005967581,0.068662427,2.018138647079468,22.71741104125977,2271.741104125977,Amphetamine
Egypt,Amphetamine use disorders,0.953981638,0.4009378552436828,0.3241945505142212,0.006416471,0.003707704,0.116889015,1.7281912565231323,27.03167724609375,2703.167724609375,Amphetamine
El_Salvador,Amphetamine use disorders,0.9454474449157716,0.4016449749469757,0.3178503513336181,0.007230765,0.003587853,0.1191704347729682,1.7310060262680054,23.023412704467773,2302.3412704467773,Amphetamine
Equatorial_Guinea,Amphetamine use disorders,0.9510688185691832,0.3934919238090515,0.3010594844818115,0.011913941,0.003749574,0.1138583049178123,1.7469207048416138,38.50470733642578,3850.470733642578,Amphetamine
Eritrea,Amphetamine use disorders,0.9584034085273744,0.4004817605018616,0.3048962950706482,0.009550706,0.003663952,0.1143085658550262,1.729928731918335,35.371116638183594,3537.1116638183594,Amphetamine
Estonia,Amphetamine use disorders,0.5314579606056213,0.7068654298782349,0.1893596202135086,0.012676824,0.00408106,0.068852179,1.4363446235656738,10.35129451751709,1035.129451751709,Amphetamine
Eswatini,Amphetamine use disorders,0.5838174819946289,0.7265537977218628,0.1736964881420135,0.012488912,0.005992428,0.065287851,2.003380298614502,31.33338165283203,3133.338165283203,Amphetamine
Ethiopia,Amphetamine use disorders,0.9807886481285096,0.3917442262172699,0.3199249505996704,0.011616529,0.003673031,0.1184663027524948,1.7260730266571045,40.63685226,4063.6852264404297,Amphetamine
Fiji,Amphetamine use disorders,0.5618290305137634,0.7136766314506531,0.186520055,0.007765118,0.0053937,0.066281892,1.4669888019561768,23.301294326782227,2330.1294326782227,Amphetamine
Finland,Amphetamine use disorders,0.5452799797058105,0.7072250843048096,0.1936121135950088,0.009666559,0.003696877,0.069898687,1.4442237615585327,10.755087852478027,1075.5087852478027,Amphetamine
France,Amphetamine use disorders,0.5723223090171814,0.723700762,0.1934672892093658,0.009024736,0.006493811,0.069598347,2.025163173675537,12.200529098510742,1220.0529098510742,Amphetamine
Gabon,Amphetamine use disorders,0.9672555327415466,0.3977075815200805,0.3137113451957702,0.008663971,0.003647272,0.1155426949262619,1.726853609085083,32.699913024902344,3269.9913024902344,Amphetamine
Gambia,Amphetamine use disorders,0.9556241035461426,0.3991507291793823,0.3053429424762726,0.010048412,0.003670636,0.114543542,1.7401025295257568,39.17585372924805,3917.5853729248047,Amphetamine
Georgia,Amphetamine use disorders,0.552888811,0.7189631462097168,0.1916419416666031,0.011911029,0.00558776,0.069643974,1.5648428201675415,14.128999710083008,1412.8999710083008,Amphetamine
Germany,Amphetamine use disorders,0.5571866631507874,0.7199416160583496,0.1944256722927093,0.010897265,0.005456178,0.069892034,1.453618407249451,9.136352539,913.6352539,Amphetamine
Ghana,Amphetamine use disorders,0.9583296179771424,0.394679844,0.3178621232509613,0.009145088,0.003648652,0.1180081889033317,1.7341058254241943,33.321292877197266,3332.1292877197266,Amphetamine
Greece,Amphetamine use disorders,0.9568551778793336,0.393786222,0.3237230181694031,0.010290883,0.003903554,0.1184317097067833,1.7199196815490725,9.440823554992676,944.0823554992676,Amphetamine
Greenland,Amphetamine use disorders,0.5562877058982849,0.7118208408355713,0.1906967610120773,0.008524177,0.004882694,0.068120509,1.4547706842422483,16.558971405029297,1655.8971405029297,Amphetamine
Grenada,Amphetamine use disorders,0.582184911,0.7292468547821045,0.1872482001781463,0.007651323,0.006146868,0.068091393,2.0093789100646973,17.249881744384766,1724.9881744384766,Amphetamine
Guam,Amphetamine use disorders,0.5623072981834412,0.7144267559051514,0.1878892630338668,0.005216,0.005535511,0.067209423,1.463543415,21.593353271484375,2159.3353271484375,Amphetamine
Guatemala,Amphetamine use disorders,0.9424680471420288,0.3994468450546264,0.2996067106723785,0.006196853,0.003920914,0.1128850430250167,1.7432408332824707,30.487205505371097,3048.7205505371094,Amphetamine
Guinea-Bissau,Amphetamine use disorders,0.9777149558067322,0.3927279412746429,0.3159404098987579,0.013117324,0.003569793,0.1174775436520576,1.725334405899048,38.97688293457031,3897.6882934570312,Amphetamine
Guinea,Amphetamine use disorders,0.9855479598045348,0.3925711512565613,0.3170251548290252,0.013350911,0.003641305,0.1179593279957771,1.7235751152038574,40.21247100830078,4021.247100830078,Amphetamine
Guyana,Amphetamine use disorders,0.857690692,0.4205383658409118,0.2812805473804474,0.008020735,0.003626905,0.1017463207244873,1.8007729053497314,24.27967643737793,2427.967643737793,Amphetamine
Haiti,Amphetamine use disorders,0.8553526997566223,0.4235832989215851,0.265032947,0.010069941,0.003667112,0.097878113,1.817083716392517,29.306058883666992,2930.605888366699,Amphetamine
Honduras,Amphetamine use disorders,0.9313534498214722,0.4066715538501739,0.2964162230491638,0.005231147,0.003639645,0.1113730669021606,1.750093936920166,29.54914665222168,2954.914665222168,Amphetamine
Hungary,Amphetamine use disorders,0.5499567985534668,0.7102641463279724,0.1932877451181411,0.013518706,0.003196323,0.069547437,1.4479329586029053,9.835499763,983.5499763,Amphetamine
Iceland,Amphetamine use disorders,0.5456846356391907,0.7144956588745117,0.188059852,0.006559441,0.005436571,0.068422355,1.4459311962127686,14.435176849365234,1443.5176849365234,Amphetamine
India,Amphetamine use disorders,1.0005626678466797,0.3917997479438782,0.3214018940925598,0.008065735,0.006641929,0.1217586398124694,1.7057160139083862,23.754383087158203,2375.4383087158203,Amphetamine
Indonesia,Amphetamine use disorders,0.5598642826080322,0.7167951464653015,0.1821105182170868,0.007646324,0.004753659,0.065751374,1.4590139389038086,20.73376465,2073.376465,Amphetamine
Iran_(Islamic_Republic_of),Amphetamine use disorders,0.5648053288459778,0.7226395606994629,0.1895861625671386,0.005106323,0.006569703,0.068425663,2.031862497329712,18.317235946655273,1831.7235946655271,Amphetamine
Iraq,Amphetamine use disorders,0.9621073603630066,0.3998286426067352,0.3114380240440368,0.006153265,0.003741332,0.1145775467157363,1.726370096206665,33.885528564453125,3388.5528564453125,Amphetamine
Ireland,Amphetamine use disorders,0.547133744,0.7185570001602173,0.1929195374250412,0.007237794,0.006473498,0.070236653,1.4619755744934082,14.188676834106444,1418.8676834106443,Amphetamine
Israel,Amphetamine use disorders,0.5660618543624878,0.7179133892059326,0.1849913448095321,0.005460647,0.00557266,0.066458106,1.4844954013824463,20.86897087097168,2086.897087097168,Amphetamine
Italy,Amphetamine use disorders,0.5434478521347046,0.7063329815864563,0.1979643106460571,0.010122529,0.002627625,0.070213214,1.4431145191192627,8.756912231445312,875.6912231445312,Amphetamine
Jamaica,Amphetamine use disorders,0.8682610988616943,0.4189497530460357,0.2831383645534515,0.007096941,0.003622834,0.1038514673709869,1.796321153640747,18.040205001831055,1804.0205001831057,Amphetamine
Japan,Amphetamine use disorders,0.5503399968147278,0.7185119986534119,0.1972917914390564,0.009146912,0.005200181,0.071100339,2.0532431602478027,8.386617660522461,838.6617660522461,Amphetamine
Jordan,Amphetamine use disorders,0.9674531817436218,0.3975490927696228,0.3239168524742126,0.00364553,0.00361592,0.1198026314377784,1.7182828187942505,28.159940719604492,2815.994071960449,Amphetamine
Kazakhstan,Amphetamine use disorders,0.5596248507499695,0.715177059,0.1859864741563797,0.009157323,0.005671532,0.065908559,1.4564204216003418,20.356969833374023,2035.6969833374023,Amphetamine
Kenya,Amphetamine use disorders,0.9614096879959106,0.3915002644062042,0.3183940649032593,0.008563941,0.003569742,0.1184420734643936,1.7330541610717771,36.192264556884766,3619.226455688477,Amphetamine
Kiribati,Amphetamine use disorders,0.5718047022819519,0.6891075372695923,0.1657513976097107,0.007413735,0.005523704,0.1299292743206024,1.4602992534637451,31.002941131591797,3100.2941131591797,Amphetamine
Kuwait,Amphetamine use disorders,0.8585153818130493,0.4203011393547058,0.2777669727802276,0.002142794,0.004143956,0.1002767980098724,1.8027747869491575,19.28467559814453,1928.4675598144531,Amphetamine
Kyrgyzstan,Amphetamine use disorders,0.5624135136604309,0.7163377404212952,0.18273434,0.007856118,0.005873003,0.065880708,1.469543695449829,25.208175659179688,2520.8175659179688,Amphetamine
Lao_People's_Democratic_Republic,Amphetamine use disorders,0.5628169178962708,0.7141169905662537,0.1608661711215973,0.008998882,0.005504366,0.074815102,1.4629799127578735,30.159765243530273,3015.9765243530273,Amphetamine
Latvia,Amphetamine use disorders,0.5511814951896667,0.7085615396499634,0.1922016441822052,0.014586118,0.002976702,0.068936706,1.4484531879425049,9.832941055297852,983.2941055297852,Amphetamine
Lebanon,Amphetamine use disorders,0.5753438472747803,0.7238309383392334,0.1918392181396484,0.004885206,0.006019368,0.069575682,2.0188803672790527,20.145675659179688,2014.5675659179688,Amphetamine
Lesotho,Amphetamine use disorders,0.5843042731285095,0.7211064100265503,0.1770063936710357,0.014720265,0.005984436,0.065793872,2.008830308914185,29.189382553100582,2918.9382553100586,Amphetamine
Liberia,Amphetamine use disorders,0.97167623,0.3888842463493347,0.3014934062957763,0.013162412,0.003617114,0.1118868589401245,1.7403955459594729,39.365352630615234,3936.535263061523,Amphetamine
Libya,Amphetamine use disorders,0.9321560263633728,0.407546192,0.296857089,0.004873735,0.004556148,0.1084064096212387,1.738256812095642,22.15491104125977,2215.491104125977,Amphetamine
Lithuania,Amphetamine use disorders,0.5509527325630188,0.7197592854499817,0.1933248192071914,0.013121353,0.006163465,0.070064269,1.464635968208313,10.355912208557127,1035.591220855713,Amphetamine
Luxembourg,Amphetamine use disorders,0.5546393990516663,0.7095457315444946,0.1940533369779586,0.008281765,0.004991414,0.070444874,1.4516421556472778,11.592323303222656,1159.2323303222656,Amphetamine
Madagascar,Amphetamine use disorders,0.9632522463798524,0.3938176333904266,0.3184368908405304,0.009495265,0.00356055,0.1186688765883445,1.730815052986145,38.45738220214844,3845.738220214844,Amphetamine
Malawi,Amphetamine use disorders,0.9585708379745485,0.3935573399066925,0.3128311336040497,0.01352453,0.003607908,0.1166907846927642,1.7431622743606567,41.122764587402344,4112.276458740234,Amphetamine
Malaysia,Amphetamine use disorders,0.5503921508789062,0.7127349376678467,0.1741206049919128,0.004614706,0.004187413,0.064297065,1.4486459493637085,19.407087326049805,1940.7087326049805,Amphetamine
Maldives,Amphetamine use disorders,0.5437310338020325,0.7113150358200073,0.1774821877479553,0.004150941,0.004399316,0.065032028,1.4433517456054688,21.219558715820312,2121.9558715820312,Amphetamine
Mali,Amphetamine use disorders,0.9796252846717834,0.3940520584583282,0.307577521,0.013681117,0.003633124,0.1153872162103653,1.7257871627807615,45.507442474365234,4550.744247436523,Amphetamine
Malta,Amphetamine use disorders,0.5544432401657104,0.7139371633529663,0.2003849744796753,0.007417176,0.004946192,0.07076586,1.4507049322128296,10.541912078857422,1054.1912078857422,Amphetamine
Marshall_Islands,Amphetamine use disorders,0.568044901,0.713066578,0.1805350482463836,0.006786765,0.005571943,0.066831261,1.4986305236816406,32.695674896240234,3269.567489624023,Amphetamine
Mauritania,Amphetamine use disorders,0.9688385128974916,0.391821027,0.3181825876235962,0.00797803,0.003616965,0.1193048730492591,1.7290582656860352,38.472381591796875,3847.238159179687,Amphetamine
Mauritius,Amphetamine use disorders,0.5590904355049133,0.7131067514419556,0.1885247379541397,0.007079618,0.003995718,0.066949837,1.454700231552124,14.114058494567873,1411.405849456787,Amphetamine
Mexico,Amphetamine use disorders,0.5671885013580322,0.7255898118019104,0.197600633,0.005930882,0.006143703,0.068223424,2.025187730789185,21.91629409790039,2191.629409790039,Amphetamine
Micronesia_(Federated_States_of),Amphetamine use disorders,0.5610665082931519,0.7118666172027588,0.1784286797046661,0.0071855,0.00552919,0.064846426,1.4647585153579712,27.827617645263672,2782.761764526367,Amphetamine
Monaco,Amphetamine use disorders,0.5553544759750366,0.7160521745681763,0.1954838782548904,0.0144775,0.005299573,0.070842072,1.9600392580032349,10.869706153869627,1086.970615386963,Amphetamine
Mongolia,Amphetamine use disorders,0.5628377795219421,0.7212039232254028,0.1819209605455398,0.007216588,0.005590578,0.066062845,1.4792673587799072,23.42582321166992,2342.582321166992,Amphetamine
Montenegro,Amphetamine use disorders,0.5547907948493958,0.7192647457122803,0.1942366361618042,0.009608971,0.005477938,0.069960244,1.9771459102630615,13.453059196472168,1345.3059196472168,Amphetamine
Morocco,Amphetamine use disorders,0.961408257,0.3964125514030456,0.3277537822723388,0.006311,0.003736468,0.1203156635165214,1.7209296226501465,22.121322631835938,2212.1322631835938,Amphetamine
Mozambique,Amphetamine use disorders,0.9795591235160828,0.3975711762905121,0.2978273034095764,0.013106971,0.003706262,0.1127748563885688,1.7313570976257324,42.14400100708008,4214.400100708008,Amphetamine
Myanmar,Amphetamine use disorders,0.5579591989517212,0.7116135358810425,0.1850296854972839,0.0097845,0.004533845,0.066769615,1.4583697319030762,21.248882293701172,2124.888229370117,Amphetamine
Namibia,Amphetamine use disorders,0.5822173357009888,0.7253208160400391,0.1775678247213363,0.010234412,0.005961187,0.064227544,2.0065793991088867,31.49573516845703,3149.573516845703,Amphetamine
Nauru,Amphetamine use disorders,0.5647463202476501,0.7127859592437744,0.1611130535602569,0.007908647,0.005510571,0.084432632,1.465137004852295,30.719942092895508,3071.994209289551,Amphetamine
Nepal,Amphetamine use disorders,1.0130302906036377,0.390941322,0.3194552958011627,0.008230941,0.00804489,0.1232720762491226,1.701313018798828,27.179500579833984,2717.9500579833984,Amphetamine
Netherlands,Amphetamine use disorders,0.5558453798294067,0.7145524024963379,0.1893237084150314,0.008614706,0.004923637,0.069459774,1.4541051387786863,11.41555881500244,1141.555881500244,Amphetamine
New_Zealand,Amphetamine use disorders,0.5698511600494385,0.7162114381790161,0.1929105520248413,0.007098324,0.002007473,0.066104077,1.4627512693405151,14.012852668762209,1401.2852668762207,Amphetamine
Nicaragua,Amphetamine use disorders,0.9516589045524596,0.4035314321517944,0.3172758817672729,0.005713706,0.003511941,0.1177710741758346,1.7317814826965332,26.145999908447266,2614.5999908447266,Amphetamine
Niger,Amphetamine use disorders,0.9912027716636658,0.3844245672225952,0.3084288537502289,0.014739059,0.003655614,0.1164639890193939,1.7337651252746582,49.80908966064453,4980.908966064453,Amphetamine
Nigeria,Amphetamine use disorders,0.9496296048164368,0.4018243551254272,0.3139598071575165,0.015567823,0.003709745,0.1148774176836013,1.726459026,41.04158782958984,4104.158782958984,Amphetamine
Niue,Amphetamine use disorders,0.5623522996902466,0.7211633920669556,0.1863008588552475,0.012968089,0.005466452,0.066160001,1.4727890491485596,18.421293258666992,1842.1293258666992,Amphetamine
North_Macedonia,Amphetamine use disorders,0.5583614706993103,0.7207309007644653,0.19124575,0.009370206,0.005511231,0.069363795,1.849089741706848,13.378000259399414,1337.8000259399414,Amphetamine
Northern_Mariana_Islands,Amphetamine use disorders,0.5497876405715942,0.7073369026184082,0.1773561090230941,0.003411529,0.004719446,0.064824827,1.450850486755371,22.426881790161133,2242.6881790161133,Amphetamine
Norway,Amphetamine use disorders,0.550311267,0.7168643474578857,0.1951880156993866,0.009009559,0.006068497,0.069880575,1.448572278022766,12.190147399902344,1219.0147399902344,Amphetamine
Oman,Amphetamine use disorders,0.9449322819709778,0.4026065468788147,0.3078868389129638,0.002878559,0.003617191,0.1128986924886703,1.7334109544754028,23.218706130981445,2321.8706130981445,Amphetamine
Pakistan,Amphetamine use disorders,1.0267236232757568,0.3770503401756286,0.3263211250305176,0.008303911,0.007702903,0.1258974820375442,1.6882953643798828,34.26667785644531,3426.6677856445312,Amphetamine
Palau,Amphetamine use disorders,0.5623705983161926,0.7193997502326965,0.1890772879123687,0.009980029,0.004690784,0.066957742,1.4649782180786133,15.096235275268556,1509.6235275268557,Amphetamine
Palestine,Amphetamine use disorders,0.9795509576797484,0.3943293392658233,0.3223607838153839,0.003949441,0.003772537,0.118778221,1.720949888,35.96888351,3596.8883514404297,Amphetamine
Panama,Amphetamine use disorders,0.9362778067588806,0.4053049981594085,0.3090430498123169,0.004839176,0.003622504,0.1136307492852211,1.7374475002288818,21.693029403686523,2169.3029403686523,Amphetamine
Papua_New_Guinea,Amphetamine use disorders,0.5746235847473145,0.688822329,0.1653910279273986,0.007480735,0.004866706,0.1296181678771972,1.4691734313964844,31.482412338256836,3148.2412338256836,Amphetamine
Paraguay,Amphetamine use disorders,0.5604637861251831,0.7125439643859863,0.1898699104785919,0.005621412,0.00559046,0.068462558,1.4603554010391235,25.325117111206055,2532.5117111206055,Amphetamine
Peru,Amphetamine use disorders,0.5685018301010132,0.7251595258712769,0.1863619983196258,0.006385912,0.005998115,0.067259125,2.027426242828369,21.908470153808594,2190.8470153808594,Amphetamine
Philippines,Amphetamine use disorders,0.5582602620124817,0.7064259052276611,0.1766954511404037,0.005777794,0.005191641,0.0648821,1.4586189985275269,26.269058227539062,2626.9058227539062,Amphetamine
Poland,Amphetamine use disorders,0.5381984710693359,0.7020435333251953,0.1895211935043335,0.010201618,0.002550054,0.069224276,1.4398242235183716,10.484911918640137,1048.4911918640137,Amphetamine
Portugal,Amphetamine use disorders,0.5469213724136353,0.7149323225021362,0.1966172307729721,0.010207235,0.005166161,0.07113868,1.4666575193405151,9.782706260681152,978.2706260681152,Amphetamine
Qatar,Amphetamine use disorders,0.5782874226570129,0.7289478778839111,0.1959293484687805,0.001482971,0.005967026,0.069647081,2.0010323524475098,14.51020622253418,1451.020622253418,Amphetamine
Republic_of_Korea,Amphetamine use disorders,0.5551890134811401,0.7151137590408325,0.2001597732305526,0.005509647,0.004959372,0.071135983,1.4744597673416138,10.311117172241213,1031.111717224121,Amphetamine
Republic_of_Moldova,Amphetamine use disorders,0.5573925375938416,0.71800828,0.1889866292476654,0.012462971,0.004910561,0.067798056,1.457060456,13.68614673614502,1368.614673614502,Amphetamine
Romania,Amphetamine use disorders,0.9494946599006652,0.3938769400119781,0.3317564725875854,0.012842118,0.003707561,0.1204945966601371,1.7207757234573364,10.64761734008789,1064.761734008789,Amphetamine
Russian_Federation,Amphetamine use disorders,0.5544624328613281,0.7152795195579529,0.1902384310960769,0.014090471,0.003798498,0.067060612,1.454746961593628,10.790970802307127,1079.097080230713,Amphetamine
Rwanda,Amphetamine use disorders,0.9680951237678528,0.3976933360099792,0.3128827512264251,0.014994147,0.003562508,0.1150097846984863,1.7274625301361084,37.140586853027344,3714.0586853027344,Amphetamine
Saint_Kitts_and_Nevis,Amphetamine use disorders,0.5966272354125977,0.7202917337417603,0.1899312138557434,0.009910118,0.006158568,0.067309082,1.986849069595337,16.32611846923828,1632.611846923828,Amphetamine
Saint_Lucia,Amphetamine use disorders,0.8541656732559204,0.4243835210800171,0.2739267945289612,0.006946618,0.003672719,0.09981437,1.8057763576507568,17.133970260620117,1713.3970260620115,Amphetamine
Saint_Vincent_and_the_Grenadines,Amphetamine use disorders,0.8725607395172119,0.4218911528587341,0.2739866077899933,0.009175058,0.003664457,0.1018752604722976,1.788701057434082,17.60805892944336,1760.805892944336,Amphetamine
Samoa,Amphetamine use disorders,0.570500374,0.7072292566299438,0.1908513903617859,0.005797706,0.005532788,0.068142436,1.6606574058532717,30.621618270874023,3062.1618270874023,Amphetamine
San_Marino,Amphetamine use disorders,0.5539276599884033,0.7191900610923767,0.2010516673326492,0.007996441,0.004796666,0.070799157,1.5365126132965088,9.312117577,931.2117577,Amphetamine
Sao_Tome_and_Principe,Amphetamine use disorders,0.9815139770507812,0.3879324793815613,0.3192108571529388,0.008279059,0.003666562,0.1184835061430931,1.722126007080078,36.38508987426758,3638.508987426758,Amphetamine
Saudi_Arabia,Amphetamine use disorders,0.960818887,0.3980673551559448,0.3163162469863891,0.002968559,0.003497752,0.1182243824005127,1.726969599723816,24.049440383911133,2404.9440383911133,Amphetamine
Senegal,Amphetamine use disorders,0.9723936915397644,0.3924390971660614,0.315178633,0.008711264,0.003690209,0.1171636208891868,1.726154088973999,36.70991134643555,3670.9911346435542,Amphetamine
Serbia,Amphetamine use disorders,0.5534135699272156,0.7201147079467773,0.1948870718479156,0.013453412,0.005655337,0.070717372,2.0491487979888916,9.580205917358398,958.0205917358398,Amphetamine
